case_id,slice_idx,Boundary Dice,Boundary Precision,Boundary Recall,HD95,ASSD,pred_pixels,gt_pixels
radiopaedia_36,4,0.2656251385390073,0.28813559442688885,0.24637681268641046,47.02126697267815,15.57729297881373,94,160
radiopaedia_36,5,0.38613868441102256,0.5909090915289257,0.2867647064067907,31.2825681415174,9.055842722073006,185,250
radiopaedia_36,6,0.6837607074110582,0.6666666672222222,0.7017543864881503,5.327935748426159,1.7570297653918634,168,113
radiopaedia_36,7,0.5079365565570625,0.5714285721938775,0.4571428579183674,53.45590728493525,11.622986644796011,128,107
radiopaedia_36,8,0.5414847567964207,0.6966292138240122,0.44285714325510206,51.26019395758125,9.369541813353472,248,252
radiopaedia_36,9,0.5673759229929611,0.7339449543725276,0.46242774597547526,11.379742812989726,3.676920498206875,339,348
radiopaedia_36,10,0.6516854202400988,0.6444444447078189,0.6590909093491736,5.385164807134504,1.99770395498881,468,285
radiopaedia_36,11,0.4100000702099917,0.3474576276716461,0.5000000006097561,24.082869463381474,6.616243064039231,399,179
radiopaedia_36,12,0.5843621743771137,0.7319587631629291,0.486301370214862,90.95019799336711,9.516652770394943,306,373
radiopaedia_36,13,0.8029739900042066,0.885245901733405,0.7346938777315007,4.123105625617661,1.36099448312082,331,342
radiopaedia_36,14,0.6095552216098412,0.6045751635279165,0.6146179403273694,6.8896358721824225,2.740524344322764,1261,655
radiopaedia_36,15,0.4860088895130747,0.4727793697785732,0.5000000001515151,8.590660962697605,2.9900661300323734,1629,951
radiopaedia_36,16,0.45414853169646074,0.48000000015999994,0.43093922667653606,7.269758788527638,3.3025550197733295,1841,957
radiopaedia_36,17,0.47769789654457184,0.4756446992906462,0.47976878627752345,6.324555320336759,2.6278492893587084,1875,932
radiopaedia_36,18,0.5497287922681966,0.47204968960495347,0.6580086581567062,11.959016994374892,3.016114037882929,1359,711
radiopaedia_36,19,0.5123595977916883,0.4615384617564621,0.5757575759718396,5.0,2.251276055883635,1003,512
radiopaedia_36,20,0.7248677439653652,0.7527472528831058,0.6989795919903166,5.0,1.9907902701388913,675,457
radiopaedia_36,21,0.42651303569861204,0.44848484881910006,0.40659340691945417,53.07305892613711,8.501688306608543,520,430
radiopaedia_36,22,0.5802469499213568,0.6103896106426041,0.552941176733564,17.946424919657286,3.631260919984275,509,350
radiopaedia_36,23,0.48091608409377307,0.42857142896015554,0.5478260873497165,44.0198793997707,5.903877692538299,517,238
radiopaedia_36,24,0.52582164169815,0.549019608285275,0.5045045049508968,50.98136736263858,5.961554830660067,434,242
radiopaedia_36,25,0.6725663962198727,0.6333333336388889,0.7169811323424706,3.605551275463989,1.5478212342321664,458,278
radiopaedia_36,26,0.5345622552710492,0.47540983649556573,0.6105263161994461,58.91117916803301,6.526761010672746,493,258
radiopaedia_36,27,0.6565656828502565,0.6018518522205075,0.7222222225308642,4.277064977301324,1.9638128672873938,371,201
radiopaedia_36,28,0.7358490750253294,0.7647058828143022,0.7090909096198347,3.073024947075769,1.507945897543853,153,110
