threshold,min_area,dice,iou,sensitivity,specificity,precision,accuracy,fpr,fnr,mae
0.08,30,0.788102679995859,0.7021916800974856,0.8167311199700141,0.9968102746698488,0.8361877756650069,0.9939055763995797,0.0031897253317189423,0.29725851762319366,0.0060944236
0.08,50,0.7810088974971514,0.6957730089136123,0.8055591555063558,0.9968672485300297,0.8392036825736796,0.9938084893893789,0.003132751471537676,0.308430482086852,0.0061915107
0.08,75,0.7773958909397378,0.6926778379034594,0.7971830424321031,0.9969636335440161,0.8467732026875365,0.9937712516191798,0.003036366457551398,0.3168065951611048,0.0062287482
0.08,100,0.7596749997802947,0.6763478092069941,0.7749940744347623,0.9970507861446471,0.8541861501007323,0.9936349503116996,0.002949213856920022,0.33899556315844576,0.0063650496
0.085,0,0.7987752532985521,0.7104096654650005,0.8273584620376003,0.9967915385799366,0.8350774505695959,0.9939683508996605,0.0032084614216314014,0.28663117555560735,0.006031649
0.085,3,0.7987738354902881,0.710421919111939,0.8273035890494795,0.996793919308956,0.8351358948416883,0.993969220571576,0.0032060806926120177,0.2866860485437282,0.0060307793
0.085,5,0.7986731074572693,0.7103227342079041,0.8270773581183709,0.9967959640128143,0.8352165756439952,0.9939672440444954,0.0032040359887536,0.28691227947483666,0.006032756
0.085,10,0.7970762932908645,0.7088450468973201,0.8247545919301891,0.9968012855836228,0.8353531257219133,0.9939569661036761,0.0031987144179450237,0.28923504566301855,0.0060430337
0.085,20,0.7929803288065125,0.7056069755118627,0.8205686383726101,0.9968230251592585,0.8355198319003484,0.9939382286269517,0.0031769748423096608,0.2934209992205976,0.0060617714
0.085,30,0.7879663253446155,0.7020826244812979,0.815385174310304,0.996842656663751,0.8370343642967274,0.9939126918970699,0.003157343337816885,0.29860446328290363,0.0060873083
0.085,50,0.7810407886248549,0.6958919958567644,0.8046721210757815,0.9968977672516751,0.840048356603292,0.9938185301469487,0.0031022327498926145,0.30931751651742606,0.0061814697
0.085,75,0.7771853978538649,0.6924289815592657,0.7957122046190935,0.9969965068240809,0.8477360841583305,0.9937702238250979,0.003003493177486418,0.3182774329741143,0.006229776
0.085,100,0.7598483926717012,0.6765813957819882,0.7744160235113036,0.9970791983475753,0.855062010545385,0.9936453863746852,0.00292080165399213,0.3395736140819047,0.0063546137
0.09,0,0.7987463935093737,0.7103635038400878,0.8263310832068835,0.9968217359065665,0.8359657288728147,0.9939736479922366,0.0031782640950008614,0.2876585543863242,0.006026352
0.09,3,0.7987349350803683,0.7103672367831982,0.8262467410683954,0.9968240336370899,0.8360124185833748,0.9939746757863186,0.003175966364477395,0.2877428965248125,0.006025324
0.09,5,0.7986194206817737,0.7102636816262258,0.8260329326714921,0.9968265799362075,0.8360928924171218,0.9939729364424876,0.003173420065360007,0.28795670492171566,0.0060270634
0.09,10,0.7970699927963123,0.7088356308296748,0.8237879331910595,0.996832428328084,0.8362374872472066,0.9939637653568335,0.0031675716734834965,0.29020170440214843,0.0060362346
0.09,20,0.7929708037673749,0.7056114428790794,0.8196460532627772,0.9968531619519556,0.8363972294233023,0.9939451860022755,0.0031468380496119247,0.2943435843304307,0.006054814
0.09,30,0.7878413518574446,0.7019278534044732,0.8142113636313488,0.9968726254795127,0.8378271536659198,0.9939153799738996,0.0031273745220547692,0.2997782739618591,0.00608462
0.09,50,0.7809321314292658,0.6957238743561646,0.8035469823660377,0.9969282162769427,0.8409228509106064,0.9938212972848615,0.0030717837246246765,0.31044265522717013,0.0061787027
0.09,75,0.7771541475573254,0.6923704627254137,0.7948889656656009,0.9970245389461434,0.8484793055883812,0.9937717259856793,0.0029754610554239684,0.31910067192760716,0.006228274
0.09,100,0.7599122666980823,0.6766533720059913,0.7737981391709244,0.9971060006083,0.8557790714152657,0.993651948444593,0.0028939993932675274,0.3401914984222837,0.0063480516
0.095,0,0.7983824450757885,0.7100413830503108,0.8251251539688685,0.9968489735582384,0.8366487473035487,0.9939777591685643,0.003151026443329461,0.2888644836243393,0.006022241
