Dice Index (DI),Jaccard Index (JA),Sensitivity (SE),Specificity (SP),Precision,Accuracy,MAE,TP,TN,FP,FN,HD95,ASSD,threshold,row_index,image_path,gt_path,lung_path,gt_area,pred_area,prob_max,prob_mean
0.5352112676044559,0.36538461538351746,0.3688201395196578,0.9995019200178346,0.9751403368005203,0.9677734374998523,0.032226562,1216,62208,31,2081,15.581982746151478,5.936050306940967,0.035,62,data/processed/images/coronacases_001_slice_0117.npy,data/processed/infection_masks/coronacases_001_slice_0117.npy,data/processed/lung_masks/coronacases_001_slice_0117.npy,3297,1247,0.9999980926513672,0.009862271137535572
0.5351701106229698,0.36534625249254676,0.36775674124966223,0.9996293311843676,0.9823754789196754,0.9660186767576652,0.033981323,1282,62027,23,2204,22.0,6.821047465822097,0.035,63,data/processed/images/coronacases_001_slice_0118.npy,data/processed/infection_masks/coronacases_001_slice_0118.npy,data/processed/lung_masks/coronacases_001_slice_0118.npy,3486,1305,0.9999686479568481,0.011236160062253475
0.6696449564997187,0.5033580770572522,0.5055023074174458,0.9998086704186929,0.9916434540320916,0.9785614013670382,0.021438599,1424,62707,12,1393,11.34452451218707,3.9941997900919377,0.035,64,data/processed/images/coronacases_001_slice_0119.npy,data/processed/infection_masks/coronacases_001_slice_0119.npy,data/processed/lung_masks/coronacases_001_slice_0119.npy,2817,1436,0.9999989867210388,0.013067650608718395
0.6800396235743437,0.5151969981218942,0.5214584124552927,0.9994912802249496,0.977224199281301,0.9802856445311005,0.019714355,1373,62871,32,1260,23.08679276123039,4.678042057085911,0.035,65,data/processed/images/coronacases_001_slice_0120.npy,data/processed/infection_masks/coronacases_001_slice_0120.npy,data/processed/lung_masks/coronacases_001_slice_0120.npy,2633,1405,0.9999998211860657,0.013048862107098103
0.7060747663534905,0.5456843625838004,0.5488557936776286,0.9997451539427872,0.9895219384349082,0.9808044433592253,0.019195557,1511,62767,16,1242,36.721633192130774,6.843411575139075,0.035,66,data/processed/images/coronacases_001_slice_0121.npy,data/processed/infection_masks/coronacases_001_slice_0121.npy,data/processed/lung_masks/coronacases_001_slice_0121.npy,2753,1527,0.9999988079071045,0.014445347711443901
0.7163801820002114,0.5580937376898066,0.5611881188096587,0.9997778165715511,0.990216631719146,0.9828796386717251,0.017120361,1417,62997,14,1108,11.03175271203108,3.9536779818044026,0.035,67,data/processed/images/coronacases_001_slice_0122.npy,data/processed/infection_masks/coronacases_001_slice_0122.npy,data/processed/lung_masks/coronacases_001_slice_0122.npy,2525,1431,0.9999994039535522,0.013817055150866508
0.7227833894480281,0.5659050966583221,0.5905547913773932,0.9985005129822432,0.9313087490894338,0.9849243164060998,0.015075684,1288,63260,95,893,21.132611854114487,3.5830635130846535,0.035,68,data/processed/images/coronacases_001_slice_0123.npy,data/processed/infection_masks/coronacases_001_slice_0123.npy,data/processed/lung_masks/coronacases_001_slice_0123.npy,2181,1383,0.9999999403953552,0.013682721182703972
0.6945244956752319,0.5320088300197262,0.5497262773697549,0.9988475625156292,0.9428794992101497,0.9838256835935999,0.016174316,1205,63271,73,987,14.866068747318506,3.6097239784332302,0.035,69,data/processed/images/coronacases_001_slice_0124.npy,data/processed/infection_masks/coronacases_001_slice_0124.npy,data/processed/lung_masks/coronacases_001_slice_0124.npy,2192,1278,0.9999992847442627,0.012862524949014187
0.6944291229986365,0.531896915925087,0.5457303857800359,0.9990510683387371,0.9545109931694125,0.9830932617186,0.016906738,1259,63169,60,1048,13.138335426646451,3.9270299113560734,0.035,70,data/processed/images/coronacases_001_slice_0125.npy,data/processed/infection_masks/coronacases_001_slice_0125.npy,data/processed/lung_masks/coronacases_001_slice_0125.npy,2307,1319,0.9999936819076538,0.012909517623484135
0.7316116377877359,0.576804123708367,0.6061755146229352,0.998524101114618,0.9225061830097073,0.9874725341795368,0.012527466,1119,63596,94,727,15.768306260154622,3.5477058125357304,0.035,71,data/processed/images/coronacases_001_slice_0126.npy,data/processed/infection_masks/coronacases_001_slice_0126.npy,data/processed/lung_masks/coronacases_001_slice_0126.npy,1846,1213,0.9999994039535522,0.012072867713868618
0.6910148674832224,0.5279012345652944,0.5559022360865528,0.9983965541633002,0.9128949615635108,0.9854125976560997,0.014587402,1069,63511,102,854,15.210860582086365,3.972375267082854,0.035,72,data/processed/images/coronacases_001_slice_0127.npy,data/processed/infection_masks/coronacases_001_slice_0127.npy,data/processed/lung_masks/coronacases_001_slice_0127.npy,1923,1171,0.9999992251396179,0.011921912431716919
