mode,threshold,dice,iou,sensitivity,specificity,precision,accuracy,mae,tp,tn,fp,fn
raw_probability,0.77,0.5222411556752404,0.35340079856796314,0.4898611574977385,0.9991581045878973,0.5592047930280178,0.9980500928398693,0.0019499071640893817,10267,9604740,8093,10692
raw_probability,0.78,0.5229332040122201,0.3540349058232749,0.48876377689751954,0.9991702758177522,0.5622392974749932,0.9980598501607665,0.0019401498138904572,10244,9604857,7976,10715
raw_probability,0.79,0.5231855870609778,0.35426630623124894,0.4877141084973101,0.9991787020538057,0.5642214494670397,0.9980659744366487,0.0019340255530551076,10222,9604938,7895,10737
raw_probability,0.8,0.5233241765293515,0.3543934072810757,0.4862827424970245,0.9991885846763374,0.5664739884389914,0.9980727215202477,0.001927278470247984,10192,9605033,7800,10767
raw_probability,0.81,0.5237849817037253,0.35481618545531024,0.48489908869674847,0.9992006518785868,0.569451448422385,0.9980817522321419,0.0019182477844879031,10163,9605149,7684,10796
raw_probability,0.82,0.5241297263744572,0.35513265341872385,0.4834677226964629,0.9992120949152025,0.5722595583664244,0.998090056335033,0.0019099436467513442,10133,9605259,7574,10826
raw_probability,0.83,0.5244310662478854,0.35540939786143944,0.4821317810961963,0.9992226017033679,0.5748663101601007,0.9980976338289212,0.001902366173453629,10105,9605360,7473,10854
raw_probability,0.84,0.5245799140287809,0.35554613836198906,0.4803664296958441,0.9992345648780115,0.5777573740384611,0.9981057303292401,0.0018942697206512094,10068,9605475,7358,10891
raw_probability,0.85,0.5250569178027046,0.3559845285829616,0.47864879049550135,0.9992487126323728,0.5814303929520218,0.9981161104578541,0.0018838895484805107,10032,9605611,7222,10927
raw_probability,0.86,0.5257127841280973,0.35658776557808475,0.4772651366952253,0.9992621321934949,0.585107627514866,0.998126490586468,0.001873509376309812,10003,9605740,7093,10956
raw_probability,0.87,0.5256850219100033,0.3565622202326386,0.47507037549478737,0.9992753436994058,0.588370856230817,0.9981348984906453,0.0018651015125215054,9957,9605867,6966,11002
raw_probability,0.88,0.5259443972833919,0.3568009214266433,0.4729710386943685,0.9992901156194007,0.5922805759690551,0.9981450710166869,0.001854929025284946,9913,9606009,6824,11046
raw_probability,0.89,0.5260687521666998,0.35691539407962763,0.4705854286938925,0.9993056157326348,0.596384085136899,0.9981553473440148,0.001844652695581317,9863,9606158,6675,11096
raw_probability,0.9,0.5264794168094644,0.3572935612948864,0.46862922849350225,0.9993205957078408,0.6006237387631623,0.9981660388764871,0.0018339611124247313,9822,9606302,6531,11137
lung_constrained_probability,0.01,0.15025445064374215,0.08122979438768387,0.5994083687195957,0.9860914051039886,0.08589263250013086,0.9852501486434408,0.014749851077795029,12563,9479132,133701,8396
lung_constrained_probability,0.02,0.1744601379035971,0.09556632617337185,0.5860966649169397,0.9888087101898047,0.10248281385569458,0.9879325814798566,0.012067418545484543,12284,9505253,107580,8675
lung_constrained_probability,0.03,0.1947671140182543,0.10789029799461772,0.5767927859150833,0.9905241254061098,0.11716531464734906,0.989624023437499,0.0103759765625,12089,9521743,91090,8870
lung_constrained_probability,0.04,0.21685701109511643,0.1216150429014664,0.5721169903141504,0.9919234007290036,0.13378333147382196,0.9910100820113192,0.008989918045699596,11991,9535194,77639,8968
lung_constrained_probability,0.05,0.23932775136447584,0.13592975725604167,0.5680137411133317,0.9930693688322674,0.15160197636509887,0.9921446300688235,0.007855369709432125,11905,9546210,66623,9054
lung_constrained_probability,0.06,0.2606626718364182,0.14986320802511022,0.5645307505126368,0.9939671270685749,0.16945220193338068,0.9930328576743188,0.006967142224311829,11832,9554840,57993,9127
lung_constrained_probability,0.07,0.2806582103265658,0.16323584525905874,0.5610954721119513,0.9946858537956491,0.18713003628028338,0.9937425470676542,0.006257453002035618,11760,9561749,51084,9199
lung_constrained_probability,0.08,0.2993470232694456,0.17601887472947583,0.558852998711504,0.9952579015988305,0.2044224929316548,0.9943084716796865,0.0056915283203125,11713,9567248,45585,9246
lung_constrained_probability,0.09,0.31567125808455127,0.18741665461670162,0.5565628131110469,0.9957055323857171,0.22031465427687683,0.9947501461522099,0.00524985371157527,11665,9571551,41282,9294
lung_constrained_probability,0.1,0.33203905670068923,0.19906884392862295,0.5548928861107139,0.9961028138114946,0.23689731733643557,0.9951429302189616,0.0048570698127150536,11630,9575370,37463,9329
lung_constrained_probability,0.11,0.3469888898870501,0.20991322306559723,0.5528412615103044,0.9964380947843358,0.2528422109236361,0.9954730183088851,0.004526981618255377,11587,9578593,34240,9372
