mode,threshold,dice,iou,sensitivity,specificity,precision,accuracy,mae,tp,tn,fp,fn
raw_probability_5slice,0.76,0.4305100608328315,0.27429934406669504,0.3950570160788229,0.9990401372831496,0.47295367567231794,0.9977261290258281,0.0022738708648830652,8280,9603606,9227,12679
raw_probability_5slice,0.77,0.43105161324048763,0.27473919274730035,0.39329166467847065,0.9990591743349739,0.47683230172934754,0.9977412840136045,0.002258715918287635,8243,9603789,9044,12716
raw_probability_5slice,0.78,0.4320711522773381,0.27556808646317066,0.39171716207815654,0.9990810201321495,0.481694437925087,0.9977596568412511,0.002240343252196908,8210,9603999,8834,12749
raw_probability_5slice,0.79,0.43230944254823606,0.27576197387508833,0.38980867407777575,0.9990982887146787,0.48521202042969164,0.9977727358033047,0.0022272642236202955,8170,9604165,8668,12789
raw_probability_5slice,0.8,0.43252162341971195,0.27593466671184896,0.38770933727735685,0.999116805628475,0.48904670197370664,0.9977866451756474,0.0022133549209684134,8126,9604343,8490,12833
raw_probability_5slice,0.81,0.4329896907215336,0.27631578947358976,0.38575313707696657,0.999136466845933,0.4934090076891899,0.997802007765996,0.0021979922894388437,8085,9604532,8301,12874
raw_probability_5slice,0.82,0.4335686950896261,0.27678755763530494,0.38379693687657623,0.9991570643118414,0.4981730352384355,0.99781830456792,0.0021816955413669348,8044,9604730,8103,12915
raw_probability_5slice,0.83,0.43445428369630185,0.27750980324104607,0.3815544634761288,0.9991825510752128,0.5043834752440842,0.9978388572225756,0.0021611428819596767,7997,9604975,7858,12962
raw_probability_5slice,0.84,0.43469460324395237,0.27770593786031605,0.37912114127564334,0.9992037727067546,0.5093589743586479,0.9978547388193549,0.0021452612709254026,7946,9605179,7654,13013
raw_probability_5slice,0.85,0.43436570042972716,0.27743752199919836,0.3760675604750341,0.999224890310691,0.5140546533616943,0.9978691671981282,0.0021308327559381723,7882,9605382,7451,13077
raw_probability_5slice,0.86,0.4350627708031233,0.2780065313075827,0.3736819504745581,0.9992496488808232,0.5205716184775536,0.9978886818399225,0.0021113180555403233,7832,9605620,7213,13127
raw_probability_5slice,0.87,0.43456098585620095,0.27759687980810904,0.3701512476738536,0.9992730550920828,0.526108775260731,0.9979043558341295,0.0020956441294401884,7758,9605845,6988,13201
raw_probability_5slice,0.88,0.4344239136575594,0.2774850212949262,0.36681139367318727,0.9992981257450317,0.5325943886383563,0.9979221058540594,0.002077894052490592,7688,9606086,6747,13271
raw_probability_5slice,0.89,0.4337837067440757,0.2769628362391159,0.36304212987243517,0.9993223641771359,0.5387665510156916,0.9979380912521248,0.002061908831819892,7609,9606319,6514,13350
raw_probability_5slice,0.9,0.43303005873533545,0.27634866970444055,0.35879574407158793,0.999349515382197,0.5459957888618703,0.9979559450733408,0.002044054912403226,7520,9606580,6253,13439
raw_probability_5slice,0.91,0.4321952636930315,0.2756690636814161,0.35483563147079783,0.9993738578419068,0.552690249702324,0.9979716190675479,0.002028380986303091,7437,9606814,6019,13522
raw_probability_5slice,0.92,0.4317721333136304,0.27532486986470606,0.35078009446998865,0.9994024654334461,0.561392791691691,0.9979913413119145,0.0020086586009711027,7352,9607089,5744,13607
raw_probability_5slice,0.93,0.4307390800842027,0.27448531637894547,0.3460565866690462,0.9994314891354079,0.570294071394425,0.9980100255434196,0.001989974407479167,7253,9607368,5465,13706
raw_probability_5slice,0.94,0.428614385373939,0.27276206513824763,0.3400448494678467,0.9994621772790592,0.5795722533946657,0.9980275679607771,0.00197243201546371,7127,9607663,5170,13832
raw_probability_5slice,0.95,0.4261964427600922,0.27080663326720616,0.33269717066638066,0.9995017077691863,0.5927909546879259,0.9980510270514447,0.0019489729311317205,6973,9608043,4790,13986
lung_constrained_probability_5slice,0.01,0.06111771088419197,0.03152213583428192,0.6799465623356649,0.955149954233054,0.031996892590038954,0.9545512296715551,0.04544876888394356,14251,9181697,431136,6708
lung_constrained_probability_5slice,0.02,0.11963818382836032,0.06362508683139508,0.6118135407220707,0.9812145909535712,0.0663016276809132,0.9804109326836193,0.01958906650543213,12823,9432252,180581,8136
lung_constrained_probability_5slice,0.03,0.1668865345645822,0.09103993708591399,0.585476406316816,0.9881587457100306,0.09731242912314156,0.9872826816273375,0.01271731872111559,12271,9499005,113828,8688
lung_constrained_probability_5slice,0.04,0.19896541333242385,0.11047284422258996,0.5670594971131413,0.9909887126927088,0.12064887472209436,0.9900664245190254,0.009933575056493282,11885,9526209,86624,9074
lung_constrained_probability_5slice,0.05,0.22574106916643355,0.12723118663428562,0.5526504127102664,0.9927097453997162,0.14183902134379808,0.9917523650085024,0.008247635327279568,11583,9542753,70080,9376
lung_constrained_probability_5slice,0.06,0.24984912492453507,0.14275862068963727,0.5432033971083815,0.993884113039308,0.16223495212035993,0.9929036250730752,0.007096374873071909,11385,9554042,58791,9574
lung_constrained_probability_5slice,0.07,0.2683478823148725,0.15496639283044908,0.5346152011066679,0.9946584945353769,0.17913096303872314,0.9936576376155921,0.006342362612485886,11205,9561486,51347,9754
